Date,1 mo,2 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr,30 yr
06/17/09,0.11,,0.17,0.31,0.5,1.19,1.76,2.69,3.33,3.68,4.47,4.5
06/18/09,0.12,,0.18,0.34,0.52,1.28,1.88,2.86,3.51,3.86,4.62,4.63
06/19/09,0.1,,0.19,0.33,0.51,1.25,1.84,2.82,3.45,3.79,4.54,4.52
06/22/09,0.12,,0.2,0.34,0.5,1.17,1.77,2.75,3.37,3.72,4.45,4.45
06/23/09,0.15,,0.2,0.34,0.5,1.14,1.74,2.71,3.31,3.65,4.36,4.37
06/24/09,0.1,,0.19,0.32,0.5,1.19,1.79,2.74,3.39,3.72,4.43,4.44
06/25/09,0.07,,0.18,0.31,0.47,1.12,1.66,2.58,3.22,3.55,4.31,4.33
06/26/09,0.07,,0.2,0.31,0.45,1.1,1.63,2.53,3.18,3.52,4.28,4.3
06/29/09,0.11,,0.2,0.36,0.51,1.11,1.63,2.53,3.18,3.51,4.29,4.31
06/30/09,0.17,,0.19,0.35,0.56,1.11,1.64,2.54,3.19,3.53,4.3,4.32
07/01/09,0.13,,0.17,0.33,0.54,1.05,1.57,2.51,3.2,3.55,4.32,4.34
07/02/09,0.15,,0.17,0.32,0.49,0.98,1.52,2.43,3.14,3.51,4.28,4.32
07/06/09,0.15,,0.19,0.28,0.48,0.96,1.48,2.4,3.12,3.52,4.29,4.35
07/07/09,0.16,,0.19,0.28,0.46,0.98,1.52,2.36,3.08,3.47,4.25,4.31
07/08/09,0.15,,0.18,0.26,0.45,0.91,1.42,2.23,2.9,3.33,4.13,4.17
07/09/09,0.16,,0.19,0.27,0.47,0.94,1.46,2.33,3.01,3.44,4.26,4.31
07/10/09,0.15,,0.18,0.26,0.45,0.91,1.4,2.22,2.89,3.32,4.16,4.2
07/13/09,0.15,,0.18,0.28,0.47,0.92,1.41,2.27,2.94,3.38,4.21,4.25
07/14/09,0.15,,0.18,0.28,0.47,0.97,1.48,2.37,3.05,3.5,4.35,4.38
07/15/09,0.11,,0.18,0.29,0.5,1.03,1.6,2.52,3.19,3.63,4.46,4.48
07/16/09,0.15,,0.19,0.28,0.47,1.0,1.54,2.46,3.13,3.59,4.43,4.45
07/17/09,0.15,,0.17,0.29,0.48,1.02,1.58,2.52,3.21,3.67,4.51,4.53
07/20/09,0.15,,0.19,0.28,0.47,0.99,1.54,2.46,3.14,3.61,4.45,4.47
07/21/09,0.16,,0.19,0.27,0.46,0.96,1.47,2.36,3.03,3.5,4.35,4.38
07/22/09,0.15,,0.19,0.28,0.47,0.98,1.5,2.43,3.11,3.58,4.42,4.45
07/23/09,0.15,,0.19,0.29,0.49,1.08,1.62,2.6,3.28,3.72,4.55,4.58
07/24/09,0.15,,0.18,0.29,0.47,1.05,1.59,2.57,3.25,3.7,4.53,4.55
07/27/09,0.15,,0.19,0.27,0.49,1.08,1.63,2.63,3.31,3.75,4.6,4.62
07/28/09,0.14,,0.19,0.26,0.49,1.12,1.66,2.63,3.3,3.72,4.54,4.56
07/29/09,0.14,,0.19,0.26,0.5,1.17,1.72,2.69,3.31,3.69,4.49,4.5
07/30/09,0.14,,0.18,0.27,0.48,1.19,1.73,2.66,3.31,3.67,4.44,4.44
07/31/09,0.14,,0.18,0.26,0.48,1.13,1.62,2.53,3.14,3.52,4.29,4.31
08/03/09,0.15,,0.19,0.28,0.48,1.18,1.72,2.66,3.3,3.66,4.4,4.42
08/04/09,0.15,,0.18,0.28,0.47,1.2,1.75,2.68,3.32,3.7,4.44,4.45
08/05/09,0.15,,0.18,0.29,0.49,1.23,1.78,2.73,3.4,3.8,4.54,4.57
08/06/09,0.15,,0.17,0.28,0.48,1.22,1.77,2.73,3.39,3.79,4.51,4.53
08/07/09,0.14,,0.19,0.3,0.52,1.32,1.87,2.84,3.5,3.89,4.59,4.61
08/10/09,0.15,,0.19,0.29,0.49,1.24,1.79,2.75,3.4,3.8,4.49,4.52
08/11/09,0.14,,0.18,0.28,0.48,1.21,1.78,2.69,3.32,3.71,4.4,4.44
08/12/09,0.14,,0.17,0.28,0.47,1.18,1.76,2.7,3.35,3.72,4.49,4.53
08/13/09,0.1,,0.17,0.28,0.45,1.12,1.66,2.58,3.22,3.59,4.37,4.44
08/14/09,0.1,,0.18,0.26,0.44,1.07,1.61,2.51,3.17,3.55,4.33,4.41
08/17/09,0.11,,0.18,0.27,0.45,1.04,1.54,2.43,3.09,3.48,4.26,4.33
08/18/09,0.14,,0.18,0.27,0.43,1.06,1.57,2.48,3.13,3.51,4.29,4.35
08/19/09,0.1,,0.17,0.25,0.43,1.01,1.52,2.43,3.07,3.45,4.23,4.28
08/20/09,0.11,,0.17,0.26,0.42,1.03,1.53,2.43,3.06,3.42,4.18,4.24
08/21/09,0.11,,0.17,0.26,0.45,1.13,1.65,2.58,3.21,3.56,4.32,4.36
08/24/09,0.11,,0.17,0.26,0.44,1.05,1.57,2.5,3.13,3.48,4.22,4.27
08/25/09,0.12,,0.17,0.26,0.47,1.05,1.56,2.48,3.1,3.45,4.17,4.22
08/26/09,0.11,,0.15,0.25,0.45,1.06,1.57,2.46,3.09,3.44,4.15,4.2
08/27/09,0.11,,0.15,0.26,0.46,1.04,1.58,2.48,3.12,3.47,4.19,4.23
08/28/09,0.11,,0.15,0.25,0.44,1.01,1.55,2.46,3.09,3.46,4.17,4.21
08/31/09,0.11,,0.15,0.24,0.43,0.97,1.49,2.39,3.03,3.4,4.14,4.18
09/01/09,0.08,,0.14,0.23,0.43,0.92,1.44,2.33,2.99,3.38,4.14,4.19
09/02/09,0.09,,0.14,0.22,0.41,0.89,1.39,2.26,2.91,3.29,4.04,4.09
09/03/09,0.09,,0.15,0.23,0.42,0.91,1.42,2.29,2.95,3.33,4.09,4.15
09/04/09,0.09,,0.14,0.23,0.42,0.94,1.46,2.36,3.06,3.45,4.21,4.27
09/08/09,0.1,,0.14,0.24,0.41,0.93,1.49,2.38,3.06,3.47,4.24,4.31
09/09/09,0.09,,0.14,0.22,0.4,0.93,1.48,2.38,3.07,3.48,4.26,4.33
09/10/09,0.08,,0.14,0.21,0.4,0.9,1.42,2.29,2.95,3.36,4.11,4.19
09/11/09,0.08,,0.14,0.21,0.39,0.9,1.42,2.29,2.93,3.34,4.1,4.18
09/14/09,0.08,,0.14,0.21,0.4,0.94,1.46,2.37,3.01,3.42,4.16,4.22
09/15/09,0.05,,0.13,0.21,0.39,0.96,1.49,2.41,3.07,3.47,4.21,4.27
09/16/09,0.03,,0.1,0.2,0.38,1.01,1.55,2.46,3.11,3.48,4.22,4.26
09/17/09,0.03,,0.1,0.2,0.4,0.98,1.51,2.41,3.04,3.42,4.14,4.19
09/18/09,0.03,,0.08,0.2,0.41,1.03,1.57,2.49,3.12,3.49,4.2,4.24
09/21/09,0.05,,0.11,0.2,0.4,1.02,1.56,2.47,3.11,3.49,4.2,4.23
09/22/09,0.05,,0.11,0.2,0.42,1.02,1.54,2.45,3.09,3.46,4.18,4.2
09/23/09,0.05,,0.11,0.2,0.41,0.96,1.49,2.4,3.05,3.44,4.18,4.21
09/24/09,0.03,,0.1,0.19,0.39,0.93,1.45,2.37,3.03,3.4,4.14,4.17
09/25/09,0.03,,0.1,0.2,0.41,0.98,1.49,2.36,2.98,3.34,4.07,4.1
09/28/09,0.03,,0.11,0.18,0.4,0.98,1.47,2.33,2.95,3.31,4.02,4.04
09/29/09,0.07,,0.13,0.19,0.41,1.0,1.48,2.34,2.94,3.31,4.02,4.03
09/30/09,0.06,,0.14,0.18,0.4,0.95,1.45,2.31,2.93,3.31,4.02,4.03
10/01/09,0.03,,0.1,0.15,0.37,0.87,1.36,2.2,2.82,3.21,3.95,3.97
10/02/09,0.04,,0.1,0.15,0.37,0.88,1.38,2.22,2.83,3.24,3.98,4.01
10/05/09,0.04,,0.08,0.15,0.36,0.88,1.38,2.21,2.82,3.24,3.98,4.01
10/06/09,0.05,,0.08,0.15,0.37,0.91,1.43,2.25,2.85,3.27,4.03,4.07
10/07/09,0.06,,0.09,0.14,0.34,0.87,1.35,2.16,2.77,3.21,3.96,3.99
10/08/09,0.03,,0.06,0.15,0.35,0.9,1.4,2.22,2.83,3.27,4.05,4.09
10/09/09,0.04,,0.07,0.16,0.38,0.98,1.5,2.36,2.98,3.4,4.2,4.22
10/13/09,0.04,,0.07,0.15,0.35,0.91,1.42,2.28,2.9,3.34,4.14,4.16
10/14/09,0.05,,0.07,0.15,0.35,0.96,1.47,2.36,3.01,3.45,4.26,4.28
10/15/09,0.06,,0.07,0.15,0.36,0.97,1.5,2.41,3.05,3.49,4.29,4.31
10/16/09,0.06,,0.07,0.17,0.36,0.97,1.49,2.37,2.99,3.43,4.22,4.24
10/19/09,0.06,,0.08,0.18,0.38,0.99,1.5,2.36,2.98,3.41,4.19,4.21
10/20/09,0.05,,0.08,0.17,0.39,0.95,1.44,2.3,2.93,3.35,4.14,4.16
10/21/09,0.05,,0.07,0.17,0.4,1.0,1.51,2.38,3.01,3.42,4.2,4.22
10/22/09,0.02,,0.06,0.15,0.38,0.97,1.5,2.39,3.03,3.44,4.22,4.24
10/23/09,0.02,,0.07,0.18,0.4,1.04,1.57,2.46,3.1,3.51,4.27,4.29
10/26/09,0.04,,0.08,0.18,0.41,1.06,1.61,2.53,3.17,3.59,4.35,4.37
10/27/09,0.05,,0.08,0.17,0.39,0.99,1.51,2.41,3.05,3.49,4.26,4.29
10/28/09,0.04,,0.07,0.17,0.39,0.95,1.47,2.37,3.01,3.44,4.22,4.25
10/29/09,0.02,,0.06,0.17,0.4,0.98,1.52,2.44,3.12,3.53,4.31,4.35
10/30/09,0.01,,0.05,0.16,0.37,0.9,1.43,2.31,2.98,3.41,4.19,4.23
11/02/09,0.03,,0.06,0.17,0.38,0.92,1.44,2.33,3.0,3.45,4.22,4.26
11/03/09,0.04,,0.06,0.17,0.38,0.92,1.46,2.36,3.05,3.5,4.29,4.34
11/04/09,0.05,,0.05,0.16,0.36,0.91,1.46,2.39,3.09,3.57,4.36,4.41
11/05/09,0.06,,0.04,0.16,0.36,0.9,1.44,2.35,3.06,3.57,4.36,4.41
11/06/09,0.06,,0.06,0.16,0.34,0.86,1.4,2.3,3.02,3.54,4.35,4.4
11/09/09,0.06,,0.07,0.17,0.34,0.87,1.4,2.31,3.01,3.52,4.34,4.4
11/10/09,0.06,,0.07,0.16,0.33,0.85,1.39,2.31,3.01,3.5,4.36,4.41
11/12/09,0.06,,0.07,0.16,0.32,0.82,1.36,2.28,2.98,3.45,4.33,4.41
11/13/09,0.05,,0.06,0.17,0.32,0.82,1.34,2.28,2.97,3.43,4.29,4.36
11/16/09,0.05,,0.07,0.17,0.31,0.78,1.28,2.19,2.87,3.33,4.18,4.26
11/17/09,0.05,,0.06,0.16,0.32,0.78,1.28,2.19,2.87,3.33,4.17,4.26
11/18/09,0.04,,0.04,0.15,0.29,0.77,1.27,2.21,2.9,3.36,4.21,4.29
11/19/09,0.03,,0.02,0.14,0.27,0.73,1.24,2.18,2.88,3.35,4.19,4.29
11/20/09,0.04,,0.02,0.13,0.27,0.75,1.25,2.2,2.9,3.36,4.2,4.3
11/23/09,0.05,,0.05,0.14,0.29,0.77,1.28,2.2,2.9,3.37,4.2,4.29
11/24/09,0.06,,0.05,0.14,0.28,0.73,1.22,2.15,2.82,3.32,4.16,4.25
11/25/09,0.07,,0.05,0.14,0.26,0.73,1.23,2.11,2.78,3.28,4.12,4.23
11/27/09,0.06,,0.03,0.14,0.26,0.68,1.15,2.03,2.71,3.21,4.07,4.21
11/30/09,0.08,,0.06,0.15,0.27,0.67,1.12,2.01,2.69,3.21,4.07,4.2
12/01/09,0.09,,0.06,0.15,0.26,0.67,1.14,2.03,2.74,3.28,4.14,4.26
12/02/09,0.08,,0.05,0.15,0.28,0.72,1.19,2.09,2.8,3.32,4.14,4.26
12/03/09,0.09,,0.06,0.16,0.3,0.74,1.23,2.14,2.87,3.39,4.23,4.33
12/04/09,0.08,,0.06,0.17,0.36,0.84,1.34,2.24,2.97,3.48,4.31,4.4
12/07/09,0.07,,0.04,0.16,0.32,0.78,1.26,2.19,2.92,3.44,4.29,4.4
12/08/09,0.02,,0.03,0.15,0.29,0.73,1.21,2.12,2.86,3.4,4.28,4.39
12/09/09,0.01,,0.03,0.14,0.31,0.76,1.23,2.15,2.89,3.45,4.31,4.41
12/10/09,0.01,,0.02,0.15,0.32,0.78,1.26,2.19,2.95,3.49,4.37,4.5
12/11/09,0.01,,0.03,0.16,0.35,0.83,1.3,2.26,3.02,3.55,4.39,4.49
12/14/09,0.02,,0.04,0.16,0.37,0.87,1.35,2.3,3.04,3.56,4.39,4.49
12/15/09,0.02,,0.05,0.17,0.41,0.88,1.38,2.35,3.08,3.6,4.42,4.52
12/16/09,0.02,,0.04,0.17,0.38,0.85,1.36,2.35,3.09,3.61,4.42,4.52
12/17/09,0.01,,0.04,0.15,0.35,0.77,1.27,2.24,2.97,3.5,4.31,4.42
12/18/09,0.01,,0.05,0.16,0.36,0.82,1.32,2.3,3.04,3.55,4.36,4.46
12/21/09,0.01,,0.08,0.17,0.4,0.89,1.42,2.43,3.18,3.69,4.47,4.56
12/22/09,0.01,,0.08,0.18,0.41,0.95,1.48,2.49,3.24,3.76,4.52,4.6
12/23/09,0.01,,0.07,0.17,0.41,0.96,1.51,2.51,3.26,3.77,4.54,4.61
12/24/09,0.02,,0.05,0.18,0.43,1.0,1.56,2.57,3.32,3.82,4.6,4.68
12/28/09,0.03,,0.11,0.2,0.47,1.09,1.63,2.62,3.34,3.85,4.61,4.69
12/29/09,0.02,,0.1,0.2,0.47,1.09,1.64,2.62,3.33,3.82,4.57,4.64
12/30/09,0.02,,0.05,0.19,0.45,1.08,1.65,2.61,3.34,3.8,4.54,4.61
12/31/09,0.04,,0.06,0.2,0.47,1.14,1.7,2.69,3.39,3.85,4.58,4.63
