0,1,2,3,6,12,24,36,60,84,120,240,360
01/02/92,3.96,3.96,3.96,4.01,4.13,4.77,5.13,5.98,6.46,6.78,,7.46
01/03/92,3.95,3.95,3.95,4.02,4.16,4.8,5.19,6.05,6.54,6.85,,7.48
01/06/92,3.92,3.92,3.92,3.96,4.12,4.76,5.14,6.02,6.51,6.82,,7.44
01/07/92,3.85,3.85,3.85,3.93,4.03,4.67,5.06,5.94,6.44,6.76,,7.39
01/08/92,3.82,3.82,3.82,3.9,4.0,4.66,5.05,5.96,6.42,6.77,,7.41
01/09/92,3.87,3.87,3.87,3.96,4.05,4.77,5.13,6.02,6.47,6.79,,7.42
01/10/92,3.92,3.92,3.92,4.0,4.11,4.85,5.22,6.1,6.54,6.85,,7.47
01/13/92,3.92,3.92,3.92,4.02,4.17,4.93,5.34,6.21,6.62,6.92,,7.49
01/14/92,3.92,3.92,3.92,4.01,4.16,5.0,5.44,6.34,6.77,7.03,,7.54
01/15/92,3.94,3.94,3.94,4.05,4.22,5.07,5.48,6.37,6.78,7.05,,7.57
01/16/92,3.89,3.89,3.89,4.02,4.18,5.07,5.51,6.41,6.84,7.13,,7.65
01/17/92,3.89,3.89,3.89,4.02,4.14,5.02,5.46,6.36,6.81,7.09,,7.61
01/21/92,3.86,3.86,3.86,3.97,4.1,4.97,5.36,6.27,6.71,7.03,,7.57
01/22/92,3.85,3.85,3.85,3.97,4.1,4.95,5.4,6.28,6.74,7.09,,7.62
01/23/92,3.87,3.87,3.87,3.98,4.15,5.02,5.51,6.32,6.84,7.2,,7.71
01/24/92,3.91,3.91,3.91,4.06,4.22,5.13,5.62,6.4,6.89,7.25,,7.71
01/27/92,3.93,3.93,3.93,4.07,4.24,5.15,5.66,6.41,6.88,7.24,,7.71
01/28/92,3.93,3.93,3.93,4.05,4.2,5.1,5.58,6.32,6.8,7.16,,7.66
01/29/92,3.96,3.96,3.96,4.07,4.22,5.15,5.67,6.42,6.89,7.25,,7.75
01/30/92,3.93,3.93,3.93,4.07,4.24,5.17,5.71,6.48,6.93,7.31,,7.79
01/31/92,3.94,3.94,3.94,4.07,4.23,5.11,5.65,6.44,6.92,7.31,,7.77
02/03/92,3.96,3.96,3.96,4.06,4.23,5.15,5.72,6.52,6.98,7.36,,7.82
02/04/92,3.94,3.94,3.94,4.04,4.21,5.12,5.67,6.46,6.91,7.29,,7.76
02/05/92,3.94,3.94,3.94,4.03,4.21,5.07,5.59,6.4,6.83,7.21,,7.74
02/06/92,3.91,3.91,3.91,4.02,4.2,5.05,5.56,6.4,6.81,7.2,,7.75
02/07/92,3.84,3.84,3.84,3.92,4.1,4.97,5.51,6.4,6.8,7.2,,7.77
02/10/92,3.83,3.83,3.83,3.93,4.08,4.94,5.52,6.38,6.79,7.21,,7.79
02/11/92,3.85,3.85,3.85,3.97,4.14,5.01,5.51,6.4,6.82,7.23,,7.79
02/12/92,3.85,3.85,3.85,3.97,4.16,5.08,5.55,6.46,6.88,7.3,,7.81
02/13/92,3.89,3.89,3.89,4.03,4.26,5.22,5.72,6.61,7.0,7.4,,7.92
02/14/92,3.89,3.89,3.89,4.04,4.32,5.27,5.76,6.65,7.02,7.41,,7.91
02/18/92,3.93,3.93,3.93,4.08,4.31,5.24,5.77,6.69,7.07,7.47,,7.97
02/19/92,3.95,3.95,3.95,4.11,4.33,5.28,5.78,6.67,7.05,7.42,,7.93
02/20/92,3.98,3.98,3.98,4.14,4.38,5.3,5.78,6.67,7.03,7.41,,7.91
02/21/92,4.03,4.03,4.03,4.2,4.47,5.46,5.93,6.77,7.1,7.45,,7.95
02/24/92,4.07,4.07,4.07,4.23,4.48,5.46,5.96,6.81,7.12,7.47,,7.97
02/25/92,4.07,4.07,4.07,4.22,4.47,5.43,5.92,6.78,7.09,7.44,,7.94
02/26/92,4.05,4.05,4.05,4.18,4.4,5.37,5.84,6.66,7.01,7.33,,7.85
02/27/92,4.04,4.04,4.04,4.14,4.36,5.34,5.84,6.67,7.02,7.35,,7.86
